Source	Target	Reaction Name	Mass
C(C(C(C(C(CO)O)O)O)O)=O	184_0	Cannizarro 2, glucose (oxidation)	180.063388104
O	184_0	Cannizarro 2, glucose (oxidation)	18.010564684
C(CC(C(C(CO)O)O)=O)=O	184_0	Cannizarro 2, glucose (oxidation)	162.05282342
184_0	C(C(C(C(C(CO)O)O)O)O)(O)=O	Cannizarro 2, glucose (oxidation)	196.05830272400001
184_0	C(C(C(CO)O)O)(CCO)=O	Cannizarro 2, glucose (oxidation)	164.068473484
C(C(C(C(C(CO)O)O)O)O)=O	186_0	Cannizarro 2, glucose (oxidation)	180.063388104
O	186_0	Cannizarro 2, glucose (oxidation)	18.010564684
C(C(C(CC(CO)O)=O)O)=O	186_0	Cannizarro 2, glucose (oxidation)	162.05282342
186_0	C(C(C(C(C(CO)O)O)O)O)(O)=O	Cannizarro 2, glucose (oxidation)	196.05830272400001
186_0	C(C(CO)O)(CC(CO)O)=O	Cannizarro 2, glucose (oxidation)	164.068473484
C(C(C(C(C(CO)O)O)O)O)=O	187_0	Cannizarro 2, glucose (oxidation)	180.063388104
O	187_0	Cannizarro 2, glucose (oxidation)	18.010564684
C(CC(C=O)O)(C(CO)O)=O	187_0	Cannizarro 2, glucose (oxidation)	162.05282342
187_0	C(C(C(C(C(CO)O)O)O)O)(O)=O	Cannizarro 2, glucose (oxidation)	196.05830272400001
187_0	C(C(CO)O)(CC(CO)O)=O	Cannizarro 2, glucose (oxidation)	164.068473484
C(C(C(C(C(CO)O)O)O)O)=O	188_0	Cannizarro 2, glucose (oxidation)	180.063388104
O	188_0	Cannizarro 2, glucose (oxidation)	18.010564684
C(C(C(C=O)O)O)(CCO)=O	188_0	Cannizarro 2, glucose (oxidation)	162.05282342
188_0	C(C(C(C(C(CO)O)O)O)O)(O)=O	Cannizarro 2, glucose (oxidation)	196.05830272400001
188_0	C(C(C(CO)O)O)(CCO)=O	Cannizarro 2, glucose (oxidation)	164.068473484
C(C(C(C(C(CO)O)O)O)O)=O	189_0	Cannizarro 2, glucose (oxidation)	180.063388104
O	189_0	Cannizarro 2, glucose (oxidation)	18.010564684
C(C(C(CC(CO)=O)O)O)=O	189_0	Cannizarro 2, glucose (oxidation)	162.05282342
189_0	C(C(C(C(C(CO)O)O)O)O)(O)=O	Cannizarro 2, glucose (oxidation)	196.05830272400001
189_0	C(CO)(CC(C(CO)O)O)=O	Cannizarro 2, glucose (oxidation)	164.068473484
C(C(C(C(C(CO)O)O)O)O)=O	191_0	Cannizarro 2, glucose (oxidation)	180.063388104
O	191_0	Cannizarro 2, glucose (oxidation)	18.010564684
C(C(C(C(C(C)=O)O)O)O)=O	191_0	Cannizarro 2, glucose (oxidation)	162.05282342
191_0	C(C(C(C(C(CO)O)O)O)O)(O)=O	Cannizarro 2, glucose (oxidation)	196.05830272400001
191_0	C(C)(C(C(C(CO)O)O)O)=O	Cannizarro 2, glucose (oxidation)	164.068473484
C(C(C(C(C(CO)O)O)O)O)=O	193_0	Cannizarro 2, glucose (oxidation)	180.063388104
O	193_0	Cannizarro 2, glucose (oxidation)	18.010564684
C(CC(C(C(C=O)O)O)O)=O	193_0	Cannizarro 2, glucose (oxidation)	162.05282342
193_0	C(C(C(C(C(CO)O)O)O)O)(O)=O	Cannizarro 2, glucose (oxidation)	196.05830272400001
193_0	C(CC(C(C(CO)O)O)O)=O	Cannizarro 2, glucose (oxidation)	164.068473484
C(C(C(C(C(CO)O)O)O)O)=O	195_0	Cannizarro 2, glucose (oxidation)	180.063388104
O	195_0	Cannizarro 2, glucose (oxidation)	18.010564684
C(CC(C(C(C=O)O)O)O)=O	195_0	Cannizarro 2, glucose (oxidation)	162.05282342
195_0	C(C(C(C(C(CO)O)O)O)O)(O)=O	Cannizarro 2, glucose (oxidation)	196.05830272400001
195_0	C(C(C(C(CCO)O)O)O)=O	Cannizarro 2, glucose (oxidation)	164.068473484
C(C(C(C(C(CO)O)O)O)O)=O	197_0	Cannizarro 2, glucose (oxidation)	180.063388104
O	197_0	Cannizarro 2, glucose (oxidation)	18.010564684
C(C(O)=O)=O	197_0	Cannizarro 2, glucose (oxidation)	74.00039392400001
197_0	C(C(C(C(C(CO)O)O)O)O)(O)=O	Cannizarro 2, glucose (oxidation)	196.05830272400001
197_0	C(CO)(O)=O	Cannizarro 2, glucose (oxidation)	76.016043988
C(C(C(C(C(CO)O)O)O)O)=O	199_0	Cannizarro 2, glucose (oxidation)	180.063388104
O	199_0	Cannizarro 2, glucose (oxidation)	18.010564684
C=O	199_0	Cannizarro 2, glucose (oxidation)	30.010564684
199_0	C(C(C(C(C(CO)O)O)O)O)(O)=O	Cannizarro 2, glucose (oxidation)	196.05830272400001
199_0	CO	Cannizarro 2, glucose (oxidation)	32.026214748
C(C(C(C(C(CO)O)O)O)O)=O	200_0	Cannizarro 2, glucose (reduction)	180.063388104
O	200_0	Cannizarro 2, glucose (reduction)	18.010564684
C(CO)=O	200_0	Cannizarro 2, glucose (reduction)	60.021129368000004
200_0	C(C(C(C(C(CO)O)O)O)O)O	Cannizarro 2, glucose (reduction)	182.079038168
200_0	C(CO)(O)=O	Cannizarro 2, glucose (reduction)	76.016043988
C(C(C(C(C(CO)O)O)O)O)=O	202_0	Cannizarro 2, glucose (reduction)	180.063388104
O	202_0	Cannizarro 2, glucose (reduction)	18.010564684
C(C(C(CO)O)O)=O	202_0	Cannizarro 2, glucose (reduction)	120.04225873600001
202_0	C(C(C(C(C(CO)O)O)O)O)O	Cannizarro 2, glucose (reduction)	182.079038168
202_0	C(C(C(CO)O)O)(O)=O	Cannizarro 2, glucose (reduction)	136.03717335599998
C(C(C(C(C(CO)O)O)O)O)=O	204_0	Cannizarro 2, glucose (reduction)	180.063388104
O	204_0	Cannizarro 2, glucose (reduction)	18.010564684
C(C(CC(C(CO)O)O)=O)=O	204_0	Cannizarro 2, glucose (reduction)	162.05282342
204_0	C(C(C(C(C(CO)O)O)O)O)O	Cannizarro 2, glucose (reduction)	182.079038168
204_0	C(C(CC(C(CO)O)O)=O)(O)=O	Cannizarro 2, glucose (reduction)	178.04773803999998
C(C(C(C(C(CO)O)O)O)O)=O	206_0	Cannizarro 2, glucose (reduction)	180.063388104
O	206_0	Cannizarro 2, glucose (reduction)	18.010564684
C(CC(C(C(CO)O)O)=O)=O	206_0	Cannizarro 2, glucose (reduction)	162.05282342
206_0	C(C(C(C(C(CO)O)O)O)O)O	Cannizarro 2, glucose (reduction)	182.079038168
206_0	C(CC(C(C(CO)O)O)=O)(O)=O	Cannizarro 2, glucose (reduction)	178.04773804
C(C(C(C(C(CO)O)O)O)O)=O	208_0	Cannizarro 2, glucose (reduction)	180.063388104
O	208_0	Cannizarro 2, glucose (reduction)	18.010564684
C(C(C(CC(CO)O)=O)O)=O	208_0	Cannizarro 2, glucose (reduction)	162.05282342
208_0	C(C(C(C(C(CO)O)O)O)O)O	Cannizarro 2, glucose (reduction)	182.079038168
208_0	C(C(C(CC(CO)O)=O)O)(O)=O	Cannizarro 2, glucose (reduction)	178.04773803999998
C(C(C(C(C(CO)O)O)O)O)=O	210_0	Cannizarro 2, glucose (reduction)	180.063388104
O	210_0	Cannizarro 2, glucose (reduction)	18.010564684
C(CC(C=O)O)(C(CO)O)=O	210_0	Cannizarro 2, glucose (reduction)	162.05282342
210_0	C(C(C(C(C(CO)O)O)O)O)O	Cannizarro 2, glucose (reduction)	182.079038168
210_0	C(CC(C(O)=O)O)(C(CO)O)=O	Cannizarro 2, glucose (reduction)	178.04773803999998
C(C(C(C(C(CO)O)O)O)O)=O	212_0	Cannizarro 2, glucose (reduction)	180.063388104
O	212_0	Cannizarro 2, glucose (reduction)	18.010564684
C(C(C(C=O)O)O)(CCO)=O	212_0	Cannizarro 2, glucose (reduction)	162.05282342
212_0	C(C(C(C(C(CO)O)O)O)O)O	Cannizarro 2, glucose (reduction)	182.079038168
212_0	C(C(C(C(O)=O)O)O)(CCO)=O	Cannizarro 2, glucose (reduction)	178.04773803999998
C(C(C(C(C(CO)O)O)O)O)=O	214_0	Cannizarro 2, glucose (reduction)	180.063388104
O	214_0	Cannizarro 2, glucose (reduction)	18.010564684
C(C(C(CC(CO)=O)O)O)=O	214_0	Cannizarro 2, glucose (reduction)	162.05282342
214_0	C(C(C(C(C(CO)O)O)O)O)O	Cannizarro 2, glucose (reduction)	182.079038168
214_0	C(C(C(CC(CO)=O)O)O)(O)=O	Cannizarro 2, glucose (reduction)	178.04773803999998
C(C(C(C(C(CO)O)O)O)O)=O	216_0	Cannizarro 2, glucose (reduction)	180.063388104
O	216_0	Cannizarro 2, glucose (reduction)	18.010564684
C(C(C(C(C(C)=O)O)O)O)=O	216_0	Cannizarro 2, glucose (reduction)	162.05282342
216_0	C(C(C(C(C(CO)O)O)O)O)O	Cannizarro 2, glucose (reduction)	182.079038168
216_0	C(C(C(C(C(C)=O)O)O)O)(O)=O	Cannizarro 2, glucose (reduction)	178.04773803999998
C(C(C(C(C(CO)O)O)O)O)=O	218_0	Cannizarro 2, glucose (reduction)	180.063388104
O	218_0	Cannizarro 2, glucose (reduction)	18.010564684
C(CC(C(C(C=O)O)O)O)=O	218_0	Cannizarro 2, glucose (reduction)	162.05282342
218_0	C(C(C(C(C(CO)O)O)O)O)O	Cannizarro 2, glucose (reduction)	182.079038168
218_0	C(CC(C(C(C(O)=O)O)O)O)=O	Cannizarro 2, glucose (reduction)	178.04773803999998
C(C(C(C(C(CO)O)O)O)O)=O	220_0	Cannizarro 2, glucose (reduction)	180.063388104
O	220_0	Cannizarro 2, glucose (reduction)	18.010564684
C(CC(C(C(C=O)O)O)O)=O	220_0	Cannizarro 2, glucose (reduction)	162.05282342
220_0	C(C(C(C(C(CO)O)O)O)O)O	Cannizarro 2, glucose (reduction)	182.079038168
220_0	C(CC(C(C(C=O)O)O)O)(O)=O	Cannizarro 2, glucose (reduction)	178.04773803999998
C(C(C(C(C(CO)O)O)O)O)=O	222_0	Cannizarro 2, glucose (reduction)	180.063388104
O	222_0	Cannizarro 2, glucose (reduction)	18.010564684
C(C(O)=O)=O	222_0	Cannizarro 2, glucose (reduction)	74.00039392400001
222_0	C(C(C(C(C(CO)O)O)O)O)O	Cannizarro 2, glucose (reduction)	182.079038168
222_0	C(C(O)=O)(O)=O	Cannizarro 2, glucose (reduction)	89.99530854400001
C(C(C(C(C(CO)O)O)O)O)=O	224_0	Cannizarro 2, glucose (reduction)	180.063388104
O	224_0	Cannizarro 2, glucose (reduction)	18.010564684
C=O	224_0	Cannizarro 2, glucose (reduction)	30.010564684
224_0	C(C(C(C(C(CO)O)O)O)O)O	Cannizarro 2, glucose (reduction)	182.079038168
224_0	C(O)=O	Cannizarro 2, glucose (reduction)	46.005479304
C(CC(C=O)O)(C(CO)O)=O	226_0	Knoevenagel C	162.05282342
226_0	C1(CC(C(C1(CO)O)O)O)=O	Knoevenagel C	162.05282342
C(CC(C=O)O)(C(CO)O)=O	226_1	Knoevenagel H	162.05282342
226_1	C1(CC(C(C1(CO)O)O)O)=O	Knoevenagel H	162.05282342
C(CC(C(C(C=O)O)O)O)=O	228_0	Knoevenagel C	162.05282342
228_0	C(C1(C(C(CC1O)O)O)O)=O	Knoevenagel C	162.05282342
C(CC(C(C(C=O)O)O)O)=O	228_1	Knoevenagel H	162.05282342
228_1	C(C1(C(C(CC1O)O)O)O)=O	Knoevenagel H	162.05282342
C(CO)=O	230_0	Knoevenagel C	60.021129368000004
C(C(C(CO)O)O)=O	230_0	Knoevenagel C	120.04225873600001
230_0	C(C(C(CO)O)(C(CO)O)O)=O	Knoevenagel C	180.063388104
C(CO)=O	230_1	Knoevenagel H	60.021129368000004
C(C(C(CO)O)O)=O	230_1	Knoevenagel H	120.04225873600001
230_1	C(C(C(CO)O)(C(CO)O)O)=O	Knoevenagel H	180.063388104
C(C(C(CO)O)O)=O	232_0	Knoevenagel C	120.04225873600001
C(=O)=O	232_0	Knoevenagel C	43.98982924
232_0	C(C(C=O)(C(CO)O)O)(O)=O	Knoevenagel C	164.032087976
C(C(C(CO)O)O)=O	232_1	Knoevenagel H	120.04225873600001
C(=O)=O	232_1	Knoevenagel H	43.98982924
232_1	C(C(C=O)(C(CO)O)O)(O)=O	Knoevenagel H	164.032087976
C(C(C(CO)O)O)=O	234_0	Knoevenagel C	120.04225873600001
C(C(O)=O)=O	234_0	Knoevenagel C	74.00039392400001
234_0	C(C(C(CO)O)(C(C(O)=O)O)O)=O	Knoevenagel C	194.04265266000002
C(C(C(CO)O)O)=O	234_1	Knoevenagel H	120.04225873600001
C(C(O)=O)=O	234_1	Knoevenagel H	74.00039392400001
234_1	C(C(C(CO)O)(C(C(O)=O)O)O)=O	Knoevenagel H	194.04265266000002
C(C(C(CO)O)O)=O	236_0	Knoevenagel C	120.04225873600001
C=O	236_0	Knoevenagel C	30.010564684
236_0	C(C(CO)(C(CO)O)O)=O	Knoevenagel C	150.05282342
C(C(C(CO)O)O)=O	236_1	Knoevenagel H	120.04225873600001
C=O	236_1	Knoevenagel H	30.010564684
236_1	C(C(CO)(C(CO)O)O)=O	Knoevenagel H	150.05282342
C(CC(C(C(CO)O)O)=O)=O	238_0	Knoevenagel C	162.05282342
C=O	238_0	Knoevenagel C	30.010564684
238_0	C(CC(C(CO)(C(CO)O)O)=O)=O	Knoevenagel C	192.063388104
C(CC(C(C(CO)O)O)=O)=O	238_1	Knoevenagel H	162.05282342
C=O	238_1	Knoevenagel H	30.010564684
238_1	C(CC(C(CO)(C(CO)O)O)=O)=O	Knoevenagel H	192.063388104
C(C(C(CC(CO)O)=O)O)=O	240_0	Knoevenagel C	162.05282342
C=O	240_0	Knoevenagel C	30.010564684
240_0	C(C(C(CC(CO)O)=O)(CO)O)=O	Knoevenagel C	192.063388104
C(C(C(CC(CO)O)=O)O)=O	240_1	Knoevenagel H	162.05282342
C=O	240_1	Knoevenagel H	30.010564684
240_1	C(C(C(CC(CO)O)=O)(CO)O)=O	Knoevenagel H	192.063388104
C(CC(C=O)O)(C(CO)O)=O	242_0	Knoevenagel C	162.05282342
C=O	242_0	Knoevenagel C	30.010564684
242_0	C(CC(C=O)O)(C(CO)(CO)O)=O	Knoevenagel C	192.063388104
C(CC(C=O)O)(C(CO)O)=O	242_1	Knoevenagel H	162.05282342
C=O	242_1	Knoevenagel H	30.010564684
242_1	C(CC(C=O)O)(C(CO)(CO)O)=O	Knoevenagel H	192.063388104
C(C(C(C=O)O)O)(CCO)=O	244_0	Knoevenagel C	162.05282342
C=O	244_0	Knoevenagel C	30.010564684
244_0	C(C(CO)(C(C(CCO)=O)O)O)=O	Knoevenagel C	192.063388104
C(C(C(C=O)O)O)(CCO)=O	244_1	Knoevenagel H	162.05282342
C=O	244_1	Knoevenagel H	30.010564684
244_1	C(C(CO)(C(C(CCO)=O)O)O)=O	Knoevenagel H	192.063388104
C(C(C(C=O)O)O)(CCO)=O	246_0	Knoevenagel C	162.05282342
C=O	246_0	Knoevenagel C	30.010564684
246_0	C(C(CO)(C(C=O)O)O)(CCO)=O	Knoevenagel C	192.063388104
C(C(C(C=O)O)O)(CCO)=O	246_1	Knoevenagel H	162.05282342
C=O	246_1	Knoevenagel H	30.010564684
246_1	C(C(CO)(C(C=O)O)O)(CCO)=O	Knoevenagel H	192.063388104
C(C(C(CC(CO)=O)O)O)=O	248_0	Knoevenagel C	162.05282342
C=O	248_0	Knoevenagel C	30.010564684
248_0	C(C(CO)(C(CC(CO)=O)O)O)=O	Knoevenagel C	192.063388104
C(C(C(CC(CO)=O)O)O)=O	248_1	Knoevenagel H	162.05282342
C=O	248_1	Knoevenagel H	30.010564684
248_1	C(C(CO)(C(CC(CO)=O)O)O)=O	Knoevenagel H	192.063388104
C(C(C(C(C(C)=O)O)O)O)=O	250_0	Knoevenagel C	162.05282342
C=O	250_0	Knoevenagel C	30.010564684
250_0	C(C(CO)(C(C(C(C)=O)O)O)O)=O	Knoevenagel C	192.063388104
C(C(C(C(C(C)=O)O)O)O)=O	250_1	Knoevenagel H	162.05282342
C=O	250_1	Knoevenagel H	30.010564684
250_1	C(C(CO)(C(C(C(C)=O)O)O)O)=O	Knoevenagel H	192.063388104
C(C(C(C(C(C)=O)O)O)O)=O	252_0	Knoevenagel C	162.05282342
C=O	252_0	Knoevenagel C	30.010564684
252_0	C(C(C(C(C(C)=O)(CO)O)O)O)=O	Knoevenagel C	192.063388104
C(C(C(C(C(C)=O)O)O)O)=O	252_1	Knoevenagel H	162.05282342
C=O	252_1	Knoevenagel H	30.010564684
252_1	C(C(C(C(C(C)=O)(CO)O)O)O)=O	Knoevenagel H	192.063388104
C(CC(C(C(C=O)O)O)O)=O	254_0	Knoevenagel C	162.05282342
C=O	254_0	Knoevenagel C	30.010564684
254_0	C(C(CO)(C(C(CC=O)O)O)O)=O	Knoevenagel C	192.063388104
C(CC(C(C(C=O)O)O)O)=O	254_1	Knoevenagel H	162.05282342
C=O	254_1	Knoevenagel H	30.010564684
254_1	C(C(CO)(C(C(CC=O)O)O)O)=O	Knoevenagel H	192.063388104
C(CC(C=O)O)(C(CO)O)=O	256_0	Knoevenagel H	162.05282342
C=O	256_0	Knoevenagel H	30.010564684
256_0	C(C(CO)(CC(C(CO)O)=O)O)=O	Knoevenagel H	192.063388104
C(CN)(O)=O	258_0	Knoevenagel H	75.032028405
C(CO)=O	258_0	Knoevenagel H	60.021129368000004
258_0	C(C(C(CO)O)N)(O)=O	Knoevenagel H	135.053157773
C(CN)(O)=O	260_0	Knoevenagel H	75.032028405
C(C(C(CO)O)O)=O	260_0	Knoevenagel H	120.04225873600001
260_0	C(C(C(C(C(CO)O)O)O)N)(O)=O	Knoevenagel H	195.074287141
C(CN)(O)=O	262_0	Knoevenagel H	75.032028405
C(=O)=O	262_0	Knoevenagel H	43.98982924
262_0	C(C(C(O)=O)N)(O)=O	Knoevenagel H	119.02185764500001
C(CN)(O)=O	262_1	Ketone-Catalyzed Decarboxylation, inverse	75.032028405
C(=O)=O	262_1	Ketone-Catalyzed Decarboxylation, inverse	43.98982924
262_1	C(C(C(O)=O)N)(O)=O	Ketone-Catalyzed Decarboxylation, inverse	119.02185764500001
C(CN)(O)=O	264_0	Knoevenagel H	75.032028405
C(C(O)=O)=O	264_0	Knoevenagel H	74.00039392400001
264_0	C(C(C(C(O)=O)N)O)(O)=O	Knoevenagel H	149.032422329
C(CN)(O)=O	266_0	Knoevenagel H	75.032028405
C=O	266_0	Knoevenagel H	30.010564684
266_0	C(C(CO)N)(O)=O	Knoevenagel H	105.04259308900001
C(C(C(C(C(CO)O)O)O)O)(O)=O	267_0	Knoevenagel H (inv)	196.05830272400001
267_0	C(C(C(CO)O)O)=O	Knoevenagel H (inv)	120.04225873600001
267_0	C(CO)(O)=O	Knoevenagel H (inv)	76.016043988
C(CO)(C(C(C(CO)O)O)O)=O	269_0	Amadori Rearrangement	180.063388104
CN	269_0	Amadori Rearrangement	31.042199165
269_0	O	Amadori Rearrangement	18.010564684
269_0	C(CO)(C(C(C(CO)O)O)NC)=O	Amadori Rearrangement	193.095022585
CN	271_0	Amadori Rearrangement	31.042199165
C(CC(C(C(CO)O)O)=O)=O	271_0	Amadori Rearrangement	162.05282342
271_0	O	Amadori Rearrangement	18.010564684
271_0	C(CC(C(C(CO)O)NC)=O)=O	Amadori Rearrangement	175.084457901
CN	273_0	Amadori Rearrangement	31.042199165
C(C(C(CC(CO)O)=O)O)=O	273_0	Amadori Rearrangement	162.05282342
273_0	O	Amadori Rearrangement	18.010564684
273_0	C(C(C(CC(CO)O)=O)NC)=O	Amadori Rearrangement	175.084457901
CN	275_0	Amadori Rearrangement	31.042199165
C(CC(C=O)O)(C(CO)O)=O	275_0	Amadori Rearrangement	162.05282342
275_0	O	Amadori Rearrangement	18.010564684
275_0	C(CC(C=O)O)(C(CO)NC)=O	Amadori Rearrangement	175.084457901
CN	277_0	Amadori Rearrangement	31.042199165
C(C(C(C=O)O)O)(CCO)=O	277_0	Amadori Rearrangement	162.05282342
277_0	O	Amadori Rearrangement	18.010564684
277_0	C(C(C(C=O)O)NC)(CCO)=O	Amadori Rearrangement	175.084457901
CN	277_1	Mannich Addition	31.042199165
C(C(C(C=O)O)O)(CCO)=O	277_1	Mannich Addition	162.05282342
277_1	O	Mannich Addition	18.010564684
277_1	C(C(C(C=O)O)NC)(CCO)=O	Mannich Addition	175.084457901
CN	279_0	Amadori Rearrangement	31.042199165
C(C(C(C(C(C)=O)O)O)O)=O	279_0	Amadori Rearrangement	162.05282342
279_0	O	Amadori Rearrangement	18.010564684
279_0	C(C(C(C(C(C)=O)NC)O)O)=O	Amadori Rearrangement	175.084457901
C(CN)(O)=O	281_0	Strecker Degradation Dicarbonyl, H, H, H, C	75.032028405
C(C(CC(C(CO)O)O)=O)=O	281_0	Strecker Degradation Dicarbonyl, H, H, H, C	162.05282342
281_0	C(=O)=O	Strecker Degradation Dicarbonyl, H, H, H, C	43.98982924
281_0	C=O	Strecker Degradation Dicarbonyl, H, H, H, C	30.010564684
281_0	C(C(CC(C(CO)O)O)N)=O	Strecker Degradation Dicarbonyl, H, H, H, C	163.084457901
C(CN)(O)=O	283_0	Strecker Degradation Dicarbonyl, H, H, C, H	75.032028405
C(C(CC(C(CO)O)O)=O)=O	283_0	Strecker Degradation Dicarbonyl, H, H, C, H	162.05282342
283_0	C(=O)=O	Strecker Degradation Dicarbonyl, H, H, C, H	43.98982924
283_0	C=O	Strecker Degradation Dicarbonyl, H, H, C, H	30.010564684
283_0	C(CN)(CC(C(CO)O)O)=O	Strecker Degradation Dicarbonyl, H, H, C, H	163.084457901
CN	284_0	Ketone-Catalyzed Decarboxylation, inverse	31.042199165
C(=O)=O	284_0	Ketone-Catalyzed Decarboxylation, inverse	43.98982924
284_0	C(CN)(O)=O	Ketone-Catalyzed Decarboxylation, inverse	75.032028405
C(C(C(CO)O)O)=O	285_0	Elimination + enol to keto	120.04225873600001
285_0	O	Elimination + enol to keto	18.010564684
285_0	C(C(CCO)=O)=O	Elimination + enol to keto	102.031694052
C(C(C(CO)O)O)=O	286_0	Elimination + enol to keto	120.04225873600001
286_0	O	Elimination + enol to keto	18.010564684
286_0	C(CC(CO)=O)=O	Elimination + enol to keto	102.031694052
C(C(C(CO)O)O)=O	287_0	Elimination + enol to keto	120.04225873600001
287_0	O	Elimination + enol to keto	18.010564684
287_0	C(C(C(C)=O)O)=O	Elimination + enol to keto	102.031694052
C(C(C(CO)O)O)=O	288_0	Elimination + enol to keto	120.04225873600001
288_0	O	Elimination + enol to keto	18.010564684
288_0	C(CC(C=O)O)=O	Elimination + enol to keto	102.031694052
C(CO)(C(C(C(CO)O)O)O)=O	289_0	Elimination + enol to keto	180.063388104
289_0	O	Elimination + enol to keto	18.010564684
289_0	C(C(CO)=O)(CC(CO)O)=O	Elimination + enol to keto	162.05282342
C(CO)(C(C(C(CO)O)O)O)=O	290_0	Elimination + enol to keto	180.063388104
290_0	O	Elimination + enol to keto	18.010564684
290_0	C(C(CO)O)(CC(CO)=O)=O	Elimination + enol to keto	162.05282342
C(CO)(C(C(C(CO)O)O)O)=O	291_0	Elimination + enol to keto	180.063388104
291_0	O	Elimination + enol to keto	18.010564684
291_0	C(CCO)(C(C(CO)=O)O)=O	Elimination + enol to keto	162.05282342
C(CO)(C(C(C(CO)O)O)O)=O	292_0	Elimination + enol to keto	180.063388104
292_0	O	Elimination + enol to keto	18.010564684
292_0	C(CO)(C(CC(CO)=O)O)=O	Elimination + enol to keto	162.05282342
C(CO)(C(C(C(CO)O)O)O)=O	293_0	Elimination + enol to keto	180.063388104
293_0	O	Elimination + enol to keto	18.010564684
293_0	C(C)(C(C(C(CO)=O)O)O)=O	Elimination + enol to keto	162.05282342
C(CO)(C(C(C(CO)O)O)O)=O	294_0	Elimination + enol to keto	180.063388104
294_0	O	Elimination + enol to keto	18.010564684
294_0	C(CC(C(C(CO)=O)O)O)=O	Elimination + enol to keto	162.05282342
C(C(C(C(C(CO)O)O)O)O)(O)=O	295_0	Elimination + enol to keto	196.05830272400001
295_0	O	Elimination + enol to keto	18.010564684
295_0	C(C(CC(C(CO)O)O)=O)(O)=O	Elimination + enol to keto	178.04773803999998
C(C(C(C(C(CO)O)O)O)O)(O)=O	296_0	Elimination + enol to keto	196.05830272400001
296_0	O	Elimination + enol to keto	18.010564684
296_0	C(CC(C(C(CO)O)O)=O)(O)=O	Elimination + enol to keto	178.04773804
C(C(C(C(C(CO)O)O)O)O)(O)=O	297_0	Elimination + enol to keto	196.05830272400001
297_0	O	Elimination + enol to keto	18.010564684
297_0	C(C(C(CC(CO)O)=O)O)(O)=O	Elimination + enol to keto	178.04773803999998
C(C(C(C(C(CO)O)O)O)O)(O)=O	298_0	Elimination + enol to keto	196.05830272400001
298_0	O	Elimination + enol to keto	18.010564684
298_0	C(CC(C(O)=O)O)(C(CO)O)=O	Elimination + enol to keto	178.04773803999998
C(C(C(C(C(CO)O)O)O)O)(O)=O	299_0	Elimination + enol to keto	196.05830272400001
299_0	O	Elimination + enol to keto	18.010564684
299_0	C(C(C(C(O)=O)O)O)(CCO)=O	Elimination + enol to keto	178.04773803999998
C(C(C(C(C(CO)O)O)O)O)(O)=O	300_0	Elimination + enol to keto	196.05830272400001
300_0	O	Elimination + enol to keto	18.010564684
300_0	C(C(C(CC(CO)=O)O)O)(O)=O	Elimination + enol to keto	178.04773803999998
C(C(C(C(C(CO)O)O)O)O)(O)=O	301_0	Elimination + enol to keto	196.05830272400001
301_0	O	Elimination + enol to keto	18.010564684
301_0	C(C(C(C(C(C)=O)O)O)O)(O)=O	Elimination + enol to keto	178.04773803999998
C(C(C(C(C(CO)O)O)O)O)(O)=O	302_0	Elimination + enol to keto	196.05830272400001
302_0	O	Elimination + enol to keto	18.010564684
302_0	C(CC(C(C(C(O)=O)O)O)O)=O	Elimination + enol to keto	178.04773803999998
C(C(C(C(C(CO)O)O)O)O)O	303_0	Elimination + enol to keto	182.079038168
303_0	O	Elimination + enol to keto	18.010564684
303_0	C(CC(C(C(CO)O)O)O)=O	Elimination + enol to keto	164.068473484
C(C(C(C(C(CO)O)O)O)O)O	304_0	Elimination + enol to keto	182.079038168
304_0	O	Elimination + enol to keto	18.010564684
304_0	C(C)(C(C(C(CO)O)O)O)=O	Elimination + enol to keto	164.068473484
C(C(C(C(C(CO)O)O)O)O)O	305_0	Elimination + enol to keto	182.079038168
305_0	O	Elimination + enol to keto	18.010564684
305_0	C(CO)(CC(C(CO)O)O)=O	Elimination + enol to keto	164.068473484
C(C(C(C(C(CO)O)O)O)O)O	306_0	Elimination + enol to keto	182.079038168
306_0	O	Elimination + enol to keto	18.010564684
306_0	C(C(C(CO)O)O)(CCO)=O	Elimination + enol to keto	164.068473484
C(C(C(C(C(CO)O)O)O)O)O	307_0	Elimination + enol to keto	182.079038168
307_0	O	Elimination + enol to keto	18.010564684
307_0	C(C(CO)O)(CC(CO)O)=O	Elimination + enol to keto	164.068473484
C(C(CC(C(CO)O)O)=O)=O	309_0	Elimination + enol to keto	162.05282342
309_0	O	Elimination + enol to keto	18.010564684
309_0	C(CCO)(CC(C=O)=O)=O	Elimination + enol to keto	144.042258736
C(C(CC(C(CO)O)O)=O)=O	311_0	Elimination + enol to keto	162.05282342
311_0	O	Elimination + enol to keto	18.010564684
311_0	C(CO)(CCC(C=O)=O)=O	Elimination + enol to keto	144.042258736
C(C(CC(C(CO)O)O)=O)=O	313_0	Elimination + enol to keto	162.05282342
313_0	O	Elimination + enol to keto	18.010564684
313_0	C(C)(C(CC(C=O)=O)O)=O	Elimination + enol to keto	144.042258736
C(C(CC(C(CO)O)O)=O)=O	315_0	Elimination + enol to keto	162.05282342
315_0	O	Elimination + enol to keto	18.010564684
315_0	C(CC(CC(C=O)=O)O)=O	Elimination + enol to keto	144.042258736
